depth,height,id,line_id,package,pn,type_id,vendor_id,volume,weight,width,long_desc,prices,cad_files,item_groups
,,KP_TXX5148,line5084,1,KP_TXX5148,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 51"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '215.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX5148_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX5148_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX5154,line5084,1,KP_TXX5154,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 51"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '226.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX5154_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX5154_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX5160,line5084,1,KP_TXX5160,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 51"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '240.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX5160_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX5160_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6624,line5084,1,KP_TXX6624,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '258.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6624_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6624_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6630,line5084,1,KP_TXX6630,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '273.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6630_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6630_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6636,line5084,1,KP_TXX6636,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '290.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6636_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6636_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6642,line5084,1,KP_TXX6642,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '224.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6642_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6642_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6648,line5084,1,KP_TXX6648,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '235.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6648_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6648_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6654,line5084,1,KP_TXX6654,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '244.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6654_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6654_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6660,line5084,1,KP_TXX6660,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '260.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6660_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6660_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
